Gene Name,Resistance Group,Set Effect,Effect,Resistance Profile,PID Threshold,Coverage Threshold,Source
blaOXA-239_1_JQ837239 ,blaOXA-239_1_JQ837239 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-240_1_JX089628 ,blaOXA-240_1_JX089628 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-241_1_JX025021 ,blaOXA-241_1_JX025021 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-242_1_JX025022 ,blaOXA-242_1_JX025022 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-243_1_AFRQ01000031,blaOXA-243_1_AFRQ01000031,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-244_1_KP659189,blaOXA-244_1_KP659189,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-245_1_JX438001 ,blaOXA-245_1_JX438001 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-247_1_JX893517 ,blaOXA-247_1_JX893517 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-248_1_HE963769 ,blaOXA-248_1_HE963769 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-249_1_HE963770 ,blaOXA-249_1_HE963770 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-250_1_HE963771 ,blaOXA-250_1_HE963771 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-251_1_JN118546 ,blaOXA-251_1_JN118546 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-253_1_KC479324 ,blaOXA-253_1_KC479324 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-254_1_AB781687 ,blaOXA-254_1_AB781687 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-255_1_KC479325 ,blaOXA-255_1_KC479325 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-256_1_HE616889 ,blaOXA-256_1_HE616889 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-257_1_KC567681 ,blaOXA-257_1_KC567681 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-258_1_HE614014 ,blaOXA-258_1_HE614014 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-278_1_KC771279 ,blaOXA-278_1_KC771279 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-309_1_HF947514 ,blaOXA-309_1_HF947514 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-320_1_KF151169 ,blaOXA-320_1_KF151169 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-322_1_KF203096 ,blaOXA-322_1_KF203096 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-323_1_KF203097 ,blaOXA-323_1_KF203097 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-324_1_KF203098 ,blaOXA-324_1_KF203098 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-325_1_KF203099 ,blaOXA-325_1_KF203099 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-326_1_KF203100 ,blaOXA-326_1_KF203100 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-327_1_KF203101 ,blaOXA-327_1_KF203101 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-328_1_KF203102 ,blaOXA-328_1_KF203102 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-329_1_KF203103 ,blaOXA-329_1_KF203103 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-330_1_KF203104 ,blaOXA-330_1_KF203104 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-331_1_KF203105 ,blaOXA-331_1_KF203105 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-332_1_KF203106 ,blaOXA-332_1_KF203106 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-333_1_KF203107 ,blaOXA-333_1_KF203107 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-334_1_KF203108 ,blaOXA-334_1_KF203108 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-335_1_KF203109 ,blaOXA-335_1_KF203109 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-347_1_JN086160 ,blaOXA-347_1_JN086160 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-348_1_KF297577 ,blaOXA-348_1_KF297577 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-349_1_KF297578 ,blaOXA-349_1_KF297578 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-350_1_KF297579 ,blaOXA-350_1_KF297579 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-351_1_KF297580 ,blaOXA-351_1_KF297580 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-352_1_KF297581 ,blaOXA-352_1_KF297581 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-353_1_KF297582 ,blaOXA-353_1_KF297582 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-354_1_KF297583 ,blaOXA-354_1_KF297583 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-355_1_KF297584 ,blaOXA-355_1_KF297584 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-356_1_KF297585 ,blaOXA-356_1_KF297585 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-357_1_KF421160 ,blaOXA-357_1_KF421160 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-358_1_KF421161 ,blaOXA-358_1_KF421161 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-359_1_KF421162 ,blaOXA-359_1_KF421162 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-360_1_KF421163 ,blaOXA-360_1_KF421163 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-371_1_AB871653 ,blaOXA-371_1_AB871653 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXA-372_1_KJ746496 ,blaOXA-372_1_KJ746496 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-1_1_Z30177 ,blaOXY-1-1_1_Z30177 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-2_2_AJ871864 ,blaOXY-1-2_2_AJ871864 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-3_3_AY077482 ,blaOXY-1-3_3_AY077482 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-4_4_AY077483 ,blaOXY-1-4_4_AY077483 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-5_5_AY077486 ,blaOXY-1-5_5_AY077486 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-6_6_Y17715 ,blaOXY-1-6_6_Y17715 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-1-7_7_M27459 ,blaOXY-1-7_7_M27459 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-1_1_AJ871866 ,blaOXY-2-1_1_AJ871866 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-2_2_AJ871867 ,blaOXY-2-2_2_AJ871867 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-3_3_AY077488 ,blaOXY-2-3_3_AY077488 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-4_4_Y17714 ,blaOXY-2-4_4_Y17714 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-5_5_AY077487 ,blaOXY-2-5_5_AY077487 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-6_6_AY077485 ,blaOXY-2-6_6_AY077485 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-7_7_Z49084 ,blaOXY-2-7_7_Z49084 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-8_8_AY055205 ,blaOXY-2-8_8_AY055205 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-9_9_FJ785625 ,blaOXY-2-9_9_FJ785625 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-2-10_10_FJ785626 ,blaOXY-2-10_10_FJ785626 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-3-1_1_AF491278 ,blaOXY-3-1_1_AF491278 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-4-1_1_AY077481 ,blaOXY-4-1_1_AY077481 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-5-1_1_AJ871868 ,blaOXY-5-1_1_AJ871868 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-5-2_2_AJ871871 ,blaOXY-5-2_2_AJ871871 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-6-1_1_AJ871873 ,blaOXY-6-1_1_AJ871873 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-6-2_2_AJ871875 ,blaOXY-6-2_2_AJ871875 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-6-3_3_AJ871876 ,blaOXY-6-3_3_AJ871876 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaOXY-6-4_4_AJ871877 ,blaOXY-6-4_4_AJ871877 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPAO_1_AY083595 ,blaPAO_1_AY083595 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPAO_2_FJ666065 ,blaPAO_2_FJ666065 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPAO_3_FJ666073 ,blaPAO_3_FJ666073 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPAO_4_AY083592 ,blaPAO_4_AY083592 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-1_1_GU944725 ,blaPER-1_1_GU944725 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-2_1_X93314 ,blaPER-2_1_X93314 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-3_1_AY740681 ,blaPER-3_1_AY740681 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-4_1_EU748544 ,blaPER-4_1_EU748544 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-5_1_FJ627180 ,blaPER-5_1_FJ627180 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-6_1_GQ396303 ,blaPER-6_1_GQ396303 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaPER-7_1_HQ713678 ,blaPER-7_1_HQ713678 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaRAHN-1_1_GU645205 ,blaRAHN-1_1_GU645205 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaRAHN-1_2_AF338038 ,blaRAHN-1_2_AF338038 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaRAHN-2_2_HM114350 ,blaRAHN-2_2_HM114350 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaROB-1_1_DQ840517 ,blaROB-1_1_DQ840517 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaROB-1_2_AF022114 ,blaROB-1_2_AF022114 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_1_DQ166783 ,blaSHV-1_1_DQ166783 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_2_X98100 ,blaSHV-1_2_X98100 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_3_X98098 ,blaSHV-1_3_X98098 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_4_GQ407127 ,blaSHV-1_4_GQ407127 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_5_GQ407119 ,blaSHV-1_5_GQ407119 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_6_GU083599 ,blaSHV-1_6_GU083599 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_7_GU083598 ,blaSHV-1_7_GU083598 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_8_GQ407137 ,blaSHV-1_8_GQ407137 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_9_HM751102 ,blaSHV-1_9_HM751102 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_10_EF035567 ,blaSHV-1_10_EF035567 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_11_EF035565 ,blaSHV-1_11_EF035565 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_12_AY787643 ,blaSHV-1_12_AY787643 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_13_AF462396 ,blaSHV-1_13_AF462396 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_14_HM751099 ,blaSHV-1_14_HM751099 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_15_FJ668804 ,blaSHV-1_15_FJ668804 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_16_FJ668800 ,blaSHV-1_16_FJ668800 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_17_FJ668799 ,blaSHV-1_17_FJ668799 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-1_18_FJ668818 ,blaSHV-1_18_FJ668818 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-2_1_GQ407116 ,blaSHV-2_1_GQ407116 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-2_2_AF282921 ,blaSHV-2_2_AF282921 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-2_4_GU064394 ,blaSHV-2_4_GU064394 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-2a_13_X98102 ,blaSHV-2a_13_X98102 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-5_1_X55640 ,blaSHV-5_1_X55640 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-5a_alias_blaSHV-9_1_S82452 ,blaSHV-5a_alias_blaSHV-9_1_S82452 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-7_1_U20270 ,blaSHV-7_1_U20270 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-8_1_ECU92041 ,blaSHV-8_1_ECU92041 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_1_AY528717 ,blaSHV-11_1_AY528717 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_2_HM751098 ,blaSHV-11_2_HM751098 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_3_EF035563 ,blaSHV-11_3_EF035563 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_4_EF035558 ,blaSHV-11_4_EF035558 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_5_GQ407117 ,blaSHV-11_5_GQ407117 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_6_GQ407130 ,blaSHV-11_6_GQ407130 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_7_GQ407109 ,blaSHV-11_7_GQ407109 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_8_GQ387358 ,blaSHV-11_8_GQ387358 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_9_FJ483937 ,blaSHV-11_9_FJ483937 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_10_EF035557 ,blaSHV-11_10_EF035557 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_11_GU064392 ,blaSHV-11_11_GU064392 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_12_GU211012 ,blaSHV-11_12_GU211012 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_13_DQ219476 ,blaSHV-11_13_DQ219476 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_14_DQ219474 ,blaSHV-11_14_DQ219474 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-11_15_DQ219473 ,blaSHV-11_15_DQ219473 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-12_1_AF462395 ,blaSHV-12_1_AF462395 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-12_3_FJ668805 ,blaSHV-12_3_FJ668805 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-13_1_AF164577 ,blaSHV-13_1_AF164577 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-14_1_AF226622 ,blaSHV-14_1_AF226622 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-15_1_AJ011428 ,blaSHV-15_1_AJ011428 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-16_1_AF072684 ,blaSHV-16_1_AF072684 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-18_1_AF132290 ,blaSHV-18_1_AF132290 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-24_1_AB023477 ,blaSHV-24_1_AB023477 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-25_1_GU064391 ,blaSHV-25_1_GU064391 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-26_1_AF227204 ,blaSHV-26_1_AF227204 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-27_1_AF293345 ,blaSHV-27_1_AF293345 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-28_1_HM751101 ,blaSHV-28_1_HM751101 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-28_2_EU441172 ,blaSHV-28_2_EU441172 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-28_3_AF299299 ,blaSHV-28_3_AF299299 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-29_1_AF301532 ,blaSHV-29_1_AF301532 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-30_1_AY661885 ,blaSHV-30_1_AY661885 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-31_1_GU064396 ,blaSHV-31_1_GU064396 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-31_2_AY277255 ,blaSHV-31_2_AY277255 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-33_1_AY037779 ,blaSHV-33_1_AY037779 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-34_1_AY036620 ,blaSHV-34_1_AY036620 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-35_1_AY070258 ,blaSHV-35_1_AY070258 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-36_1_AY677211 ,blaSHV-36_1_AY677211 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-36_2_AF467947 ,blaSHV-36_2_AF467947 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-37_1_AF467948 ,blaSHV-37_1_AF467948 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-38_1_EU979559 ,blaSHV-38_1_EU979559 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-40_1_AF535128 ,blaSHV-40_1_AF535128 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-41_1_AF535129 ,blaSHV-41_1_AF535129 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-42_1_EF035559 ,blaSHV-42_1_EF035559 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-43_1_AY065991 ,blaSHV-43_1_AY065991 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-44_1_AY259119 ,blaSHV-44_1_AY259119 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-45_1_AF547625 ,blaSHV-45_1_AF547625 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-46_1_AY210887 ,blaSHV-46_1_AY210887 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-48_1_AY263404 ,blaSHV-48_1_AY263404 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-49_1_AY528718 ,blaSHV-49_1_AY528718 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-50_1_AY288915 ,blaSHV-50_1_AY288915 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-51_1_AY289548 ,blaSHV-51_1_AY289548 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-52_1_HQ845196 ,blaSHV-52_1_HQ845196 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-55_1_DQ054528 ,blaSHV-55_1_DQ054528 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-56_1_EU586041 ,blaSHV-56_1_EU586041 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-56_2_AY352599 ,blaSHV-56_2_AY352599 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-57_1_AY223863 ,blaSHV-57_1_AY223863 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-59_1_AY790341 ,blaSHV-59_1_AY790341 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-60_1_AB302939 ,blaSHV-60_1_AB302939 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-61_1_AJ866284 ,blaSHV-61_1_AJ866284 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-62_1_AJ866285 ,blaSHV-62_1_AJ866285 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-62_2_GU064395 ,blaSHV-62_2_GU064395 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-63_1_EU342351 ,blaSHV-63_1_EU342351 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-64_1_DQ174304 ,blaSHV-64_1_DQ174304 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-65_1_DQ174305 ,blaSHV-65_1_DQ174305 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-66_1_DQ174306 ,blaSHV-66_1_DQ174306 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-67_1_DQ174307 ,blaSHV-67_1_DQ174307 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-69_1_DQ174308 ,blaSHV-69_1_DQ174308 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-70_1_DQ013287 ,blaSHV-70_1_DQ013287 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-71_1_EF373974 ,blaSHV-71_1_EF373974 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-71_2_DQ296194 ,blaSHV-71_2_DQ296194 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-72_1_AM176547 ,blaSHV-72_1_AM176547 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-73_1_AM176548 ,blaSHV-73_1_AM176548 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaSHV-74_1_AM176549 ,blaSHV-74_1_AM176549 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
